group	colour	yend	showSelected1
1	#66C2A5	-0.702538837651346	sous-entraînement
2	#FC8D62	-0.702538837651346	validation
3	#66C2A5	-0.702538837651346	sous-entraînement
4	#FC8D62	-0.702538837651346	validation
5	#FC8D62	-0.702538837651346	validation
6	#66C2A5	-0.702538837651346	sous-entraînement
7	#66C2A5	-0.577710905499484	sous-entraînement
8	#FC8D62	-0.577710905499484	validation
9	#FC8D62	-0.577710905499484	validation
10	#FC8D62	0.172073457015564	validation
11	#FC8D62	0.172073457015564	validation
12	#66C2A5	0.172073457015564	sous-entraînement
13	#66C2A5	0.172073457015564	sous-entraînement
14	#FC8D62	0.172073457015564	validation
15	#66C2A5	0.23908035697429	sous-entraînement
16	#FC8D62	0.23908035697429	validation
17	#66C2A5	0.23908035697429	sous-entraînement
18	#FC8D62	0.23908035697429	validation
19	#FC8D62	0.23908035697429	validation
20	#FC8D62	0.23908035697429	validation
21	#FC8D62	-1.03456378199638	validation
22	#FC8D62	-1.03456378199638	validation
23	#FC8D62	-1.03456378199638	validation
24	#66C2A5	-1.03456378199638	sous-entraînement
25	#66C2A5	-0.773646037620576	sous-entraînement
26	#FC8D62	-0.773646037620576	validation
27	#FC8D62	-0.982703850799974	validation
28	#66C2A5	-0.982703850799974	sous-entraînement
29	#FC8D62	-0.982703850799974	validation
30	#66C2A5	-0.793834456390077	sous-entraînement
31	#66C2A5	1.7311487572907	sous-entraînement
32	#66C2A5	1.59083031200203	sous-entraînement
33	#66C2A5	1.59083031200203	sous-entraînement
34	#66C2A5	1.59083031200203	sous-entraînement
35	#FC8D62	1.59083031200203	validation
36	#FC8D62	1.59083031200203	validation
37	#66C2A5	1.59083031200203	sous-entraînement
38	#66C2A5	1.59083031200203	sous-entraînement
39	#FC8D62	1.59083031200203	validation
40	#66C2A5	1.67159837698355	sous-entraînement
41	#66C2A5	0.356629396972923	sous-entraînement
42	#FC8D62	0.356629396972923	validation
43	#66C2A5	0.356629396972923	sous-entraînement
44	#66C2A5	0.356629396972923	sous-entraînement
45	#FC8D62	0.356629396972923	validation
46	#66C2A5	0.356629396972923	sous-entraînement
47	#66C2A5	0.356629396972923	sous-entraînement
48	#FC8D62	0.356629396972923	validation
49	#FC8D62	0.356629396972923	validation
50	#66C2A5	0.356629396972923	sous-entraînement
