group	colour	yend	showSelected1
1	#66C2A5	-0.69879992048535	sous-entraînement
2	#FC8D62	-0.69879992048535	validation
3	#FC8D62	-0.69879992048535	validation
4	#FC8D62	-0.69879992048535	validation
5	#FC8D62	-0.69879992048535	validation
6	#66C2A5	-0.69879992048535	sous-entraînement
7	#FC8D62	-0.69879992048535	validation
8	#66C2A5	-0.592829888421454	sous-entraînement
9	#66C2A5	-0.592829888421454	sous-entraînement
10	#66C2A5	-0.592829888421454	sous-entraînement
11	#66C2A5	0.334821441067167	sous-entraînement
12	#66C2A5	0.222627647863225	sous-entraînement
13	#FC8D62	0.222627647863225	validation
14	#66C2A5	-0.0378266644956677	sous-entraînement
15	#66C2A5	0.23908035697429	sous-entraînement
16	#FC8D62	0.23908035697429	validation
17	#66C2A5	0.23908035697429	sous-entraînement
18	#FC8D62	0.23908035697429	validation
19	#FC8D62	0.23908035697429	validation
20	#FC8D62	-0.757414982336941	validation
21	#FC8D62	-0.757414982336941	validation
22	#66C2A5	-0.757414982336941	sous-entraînement
23	#FC8D62	-0.757414982336941	validation
24	#66C2A5	-0.956158598625646	sous-entraînement
25	#FC8D62	-0.956158598625646	validation
26	#FC8D62	-0.956158598625646	validation
27	#66C2A5	-0.956158598625646	sous-entraînement
28	#66C2A5	-0.956158598625646	sous-entraînement
29	#FC8D62	-0.956158598625646	validation
30	#66C2A5	-0.793834456390077	sous-entraînement
31	#66C2A5	1.67448269292248	sous-entraînement
32	#FC8D62	1.67448269292248	validation
33	#FC8D62	1.67448269292248	validation
34	#66C2A5	1.67448269292248	sous-entraînement
35	#FC8D62	1.67448269292248	validation
36	#FC8D62	1.67448269292248	validation
37	#FC8D62	1.67448269292248	validation
38	#FC8D62	1.67448269292248	validation
39	#66C2A5	1.67448269292248	sous-entraînement
40	#66C2A5	1.67448269292248	sous-entraînement
41	#FC8D62	1.67448269292248	validation
42	#66C2A5	0.345503755586531	sous-entraînement
43	#FC8D62	0.345503755586531	validation
44	#FC8D62	0.345503755586531	validation
45	#66C2A5	0.345503755586531	sous-entraînement
46	#FC8D62	0.345503755586531	validation
47	#66C2A5	0.345503755586531	sous-entraînement
48	#66C2A5	0.345503755586531	sous-entraînement
49	#66C2A5	0.345503755586531	sous-entraînement
50	#66C2A5	0.345503755586531	sous-entraînement
